79.0572,291.788,43.1729,81.149,280.03,43.4452,86.3965,248.033,43.4723,92.7718,198.311,38.5253,93.9019,188.163,36.6328,94.633,179.286,34.444,95.5802,168.457,32.2873,97.3228,141.707,22.8578,99.2339,104.698,7.88653,99.2818,96.4252,3.09517,98.9071,54.2768,15.1099,98.6906,47.893,17.884,99.1647,46.1549,18.3403,98.9179,39.7735,20.4051,98.3045,26.6406,24.1477,97.1491,7.98166,27.3232,96.6443,1.36759,28.0618,96.173,-4.94702,28.3363,95.0755,-17.0474,27.9067,93.8161,-28.8336,26.5217,93.1598,-34.9518,25.5065,92.4754,-40.7425,23.8607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77.8139,295.819,43.0866,79.461,284.961,44.2098,80.9845,272.114,45.1714,85.5014,228.443,45.1902,86.994,208.22,43.4992,87.6757,198.358,42.3707,88.6289,186.435,40.9711,90.1712,107.875,19.4902,90.1434,98.3841,15.7922,89.4291,79.9579,7.92844,88.9297,71.0056,3.4699,88.4211,61.9492,-1.00807,87.1107,46.283,1.4225,85.3302,31.7848,8.00128,84.3821,24.891,10.7295,82.4476,10.5864,15.5758,79.0028,-9.76375,20.4474,77.8986,-16.6387,21.6147,76.6682,-23.2669,22.3951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79.2496,287.672,43.7984,79.9248,282.334,44.606,83.0065,263.676,45.4925,83.7563,255.453,45.8264,85.317,244.245,46.2061,86.7283,231.505,46.4617,88.6198,216.738,45.4216,89.1232,208.224,45.6287,90.3392,197.534,44.8168,91.2654,183.131,44.6673,92.1307,172.902,43.0939,92.8613,161.663,41.7303,93.7878,148.334,38.2409,93.8133,140.266,38.1164,93.9707,128.797,36.065,94.3392,118.595,33.6265,94.6045,107.792,31.1441,94.5756,98.0445,28.3433,94.9941,85.7555,22.6281,94.5999,77.1236,22.3172,94.4643,67.4471,18.9995,94.2637,57.3958,15.4928,93.8689,48.5504,11.4705,93.3881,38.9635,7.51696,93.1673,29.5297,3.29131,92.6132,21.233,4.99882,91.9457,13.6534,8.29483,91.2573,6.08032,12.0568,90.4815,-1.36078,15.0286,89.7935,-9.00485,17.9783,88.9218,-16.4342,20.579,88.2519,-23.9507,22.9354,87.3417,-31.0586,24.9101,86.4245,-38.3783,27.0265,85.5653,-45.5081,28.1605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78.5192,290.45,43.1261,80.3409,277.428,43.6087,82.0398,263.897,44.0141,83.263,254.622,43.8261,84.5739,242.396,43.7367,85.7842,229.799,43.3763,86.7868,219.914,42.4487,87.8471,207.626,41.6633,88.4746,196.911,40.3259,89.2796,186.744,38.8399,89.885,173.812,37.5306,90.3872,163.932,35.5838,90.9355,152.359,33.6811,91.2756,141.412,31.3352,91.5015,132.298,28.5894,91.5991,121.72,25.9843,91.5627,112.225,23.009,91.7864,102.107,20.0281,91.6799,92.4116,16.5764,91.5407,82.6677,13.1873,91.3757,72.8979,9.55717,91.0697,63.542,5.69964,90.6722,54.923,0.974447,90.1455,46.4762,3.31256,89.6065,38.3,6.83943,88.8686,30.8846,9.73712,88.0983,22.9238,12.6983,87.357,15.129,15.2562,86.5474,7.76272,17.442,85.6356,0.265889,19.5762,84.4953,-10.5787,23.128,83.7327,-14.3176,22.5447,82.8238,-21.7596,23.8034,81.7857,-28.8685,24.5725,80.4799,-39.4085,27.5364,79.6783,-43.0916,25.5662,78.4721,-49.8926,25.6858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78.5172,290.272,43.9197,80.1075,278.457,44.6971,81.6228,267.264,45.1856,83.2464,254.268,45.7825,84.5522,242.039,45.8788,85.8262,231.519,45.7903,86.932,218.53,45.5603,88.0166,207.26,44.9548,88.6318,196.561,43.9669,89.3426,184.716,42.9492,90.1074,175.177,41.0466,90.6672,162.981,39.7147,90.9491,153.622,37.5937,91.3257,143.33,35.3433,91.7427,131.631,33.1709,91.8726,121.761,30.46,91.9196,111.2,27.724,92.008,101.719,24.4704,92.0565,92.1413,21.0753,91.8743,81.9867,17.6013,91.9735,71.9229,13.8713,91.51,62.6437,9.78889,91.4032,52.6218,5.72303,91.0234,42.9917,1.23545,90.3945,35.5897,3.61035,89.8342,27.7408,7.18787,89.1839,20.348,10.4275,88.4741,12.2149,13.7171,87.7223,4.84295,16.4232,86.8862,-2.37519,18.8967,86.0472,-9.90045,21.1828,85.2504,-17.2055,23.0414,84.2932,-24.3407,24.6603,83.3743,-31.4674,25.9541,82.4809,-38.6991,27.1636,81.3798,-45.8204,27.8071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78.6944,284.928,44.2217,80.4637,270.874,45.1226,81.7058,260.059,45.352,82.863,248.611,45.5188,83.9677,237.784,45.2093,85.1411,224.35,45.4497,85.924,214.693,44.4976,86.6012,203.575,43.7225,87.0777,193.918,42.3971,87.628,182.175,41.2344,88.3468,171.101,39.9322,88.4941,161.304,37.9667,88.7886,151.262,35.8809,89.0369,141.019,33.516,89.059,130.592,31.101,89.2558,120.712,28.4582,89.1066,111.233,25.46,88.933,101.614,22.2951,88.9,91.9285,18.8139,88.839,82.1783,15.0692,88.3508,73.2318,11.0825,88.1258,63.8149,7.05264,87.6205,54.7157,2.6944,87.2448,46.4036,2.29082,86.5568,38.5066,6.16359,85.9379,31.4102,9.3493,85.1638,23.6918,12.6063,84.421,16.1425,15.694,83.729,8.99922,18.1108,82.8364,1.91803,20.341,82.0676,-5.50585,22.3852,81.233,-12.7485,24.2522,80.2538,-19.6889,25.5545,79.3208,-26.6537,26.7502,78.3414,-33.6895,27.5916,77.4987,-40.8565,28.1937,76.4623,-47.7129,28.541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78.2793,291.764,43.1836,79.8823,279.925,43.7233,81.4102,268.703,43.9845,83.0483,255.659,44.3727,84.2007,245.638,43.8926,85.6931,233.927,43.5659,87.0366,220.824,43.168,87.8174,212.313,41.8647,88.6212,200.443,40.899,89.4266,190.1,39.5967,90.1589,179.445,37.919,90.6627,169.304,35.9309,91.1475,159.648,33.6469,91.7186,149.028,31.251,91.9816,140.244,28.4435,92.2435,129.257,26.1312,92.4535,120.646,22.684,92.7012,110.654,19.6038,92.6071,101.07,16.2016,92.6813,91.9402,12.6346,92.7177,82.6897,8.79306,92.4437,73.762,4.70399,92.2901,64.8055,1.02833,91.9232,57.2093,4.63506,91.4359,50.0048,7.90295,90.9459,42.8035,10.8806,90.4225,35.2995,13.8885,89.834,28.4892,16.1824,89.1977,21.0968,18.5538,88.5333,14.6392,20.1533,87.9272,7.43315,21.9774,87.2478,0.558879,23.2663,86.3697,-6.25829,24.4442,85.6334,-12.9473,25.2584,84.907,-19.7416,25.8831,84.0295,-26.2704,26.1505,83.177,-32.9028,26.1012,82.0509,-38.8615,25.4007,81.4016,-45.97,25.4948,,,,,,,,,,,,,,,,,,,,,,,,
77.0451,297.13,43.1543,78.44,285.02,43.7047,79.7673,273.484,44.2301,80.7894,262.527,44.4863,82.0063,252.157,44.2416,82.9065,241.093,44.2027,83.9649,229.599,43.6531,84.7487,218.648,43.1382,85.4984,208.267,42.2099,86.006,198.378,40.9026,86.6274,187.212,39.799,87.2224,176.646,38.1437,87.5568,165.787,36.5614,87.7606,156.954,34.1316,88.0429,146.387,31.5802,88.0123,137.615,29.0076,88.0639,127.297,26.37,88.0078,118.659,23.1589,88.061,109.225,19.9412,88.0482,99.0994,16.7689,87.5808,89.8743,13.4675,87.267,80.5551,9.71671,86.9678,71.6187,5.69892,86.4365,63.8179,0.89232,85.9426,55.621,3.69848,85.2133,48.2977,7.08094,84.5058,40.9809,10.1727,83.7081,34.02,12.9776,82.9395,27.058,15.4012,82.1664,19.5178,17.9072,81.2344,12.8979,19.7778,80.3309,6.02728,21.4913,79.46,-1.02696,23.057,78.4397,-7.56282,24.1406,77.5682,-14.2384,25.0034,76.5445,-20.8805,25.7134,75.484,-27.4798,26.0784,74.4879,-33.9724,26.2147,73.3706,-40.6674,25.9512,72.4161,-46.985,25.5831,,,,,,,,,,,,,,,,,,,,,
76.2586,297.078,43.1693,77.1611,284.872,43.9916,78.0191,273.253,44.7755,78.7974,259.821,45.4158,79.5752,249.479,45.4074,80.044,237.409,45.3071,80.2866,227.005,44.8112,80.9119,215.126,44.4645,81.0795,203.873,43.5026,81.2154,192.285,42.5594,81.0074,183.832,40.5444,81.0964,171.654,39.2798,81.0315,161.673,37.1682,80.7604,151.368,34.9713,80.1354,141.47,32.5432,79.8801,131.414,29.8573,79.3192,122.985,26.6204,78.8764,111.897,23.9329,78.1787,103.534,20.3591,77.6105,92.7997,17.2411,76.7979,84.5164,13.2641,75.99,75.0337,9.45108,75.2174,65.9112,5.24832,74.4708,56.6798,0.89427,73.266,49.9996,3.72727,72.2647,42.1755,7.60599,71.1967,35.0856,10.8309,70.0708,27.5914,13.8549,68.8957,20.7871,16.5835,67.6786,13.9123,18.8667,66.4426,6.74179,21.1299,65.1814,-0.13746,22.9749,63.8976,-6.77645,24.3388,62.6267,-13.633,25.7452,61.2526,-20.2883,26.767,59.8804,-26.7427,27.3299,58.4461,-33.2351,27.7293,57.0555,-39.6831,28.0611,55.7432,-46.5219,28.0532,,,,,,,,,,,,,,,,,,,,,,,,
76.5207,297.096,43.1643,77.6894,286.206,44.036,78.7862,274.503,45.069,79.8088,262.216,45.75,80.7809,250.631,45.9151,81.705,239.608,46.0733,82.3335,228.086,45.9518,82.96,218.17,45.4387,83.4731,205.854,45.0361,83.6007,196.001,43.9076,84.2478,184.085,43.1186,84.4946,173.603,41.823,84.5651,164.374,40.2416,84.8975,152.677,38.8184,84.9627,144.351,36.269,84.9145,133.685,33.9682,84.7488,124.769,31.111,84.6555,113.868,28.7373,84.5949,104.089,25.6613,84.2138,94.6732,22.2913,83.8263,85.1614,18.9702,83.3041,76.0069,15.2292,82.8052,67.2162,11.2386,82.2696,57.4737,7.44766,81.6357,48.5058,3.14435,81.0418,40.6305,2.09745,80.0771,33.5097,5.68633,79.2752,26.1279,9.1363,78.2666,18.7569,12.3389,77.3163,11.513,15.3919,76.2065,4.84008,17.8144,75.1558,-2.03833,20.0588,74.1637,-9.29706,22.2677,73.0385,-16.2396,24.0973,71.7963,-22.7155,25.3735,70.641,-29.4985,26.5891,69.3925,-36.2131,27.5754,68.1499,-42.8905,27.9906,67.0063,-49.1799,28.4606,,,,,,,,,,,,,,,,,,,,,,,,
77.4503,287.618,43.5689,78.7883,274.654,44.3037,79.8118,262.351,45.0057,80.7848,250.756,45.1891,81.4791,239.736,45.1348,82.3418,228.254,44.8014,82.9146,216.358,44.2258,83.4583,205.101,43.4656,83.5604,194.402,42.1246,84.0074,182.56,40.9835,84.0361,171.315,39.526,84.1224,162.194,37.2165,83.9346,151.222,35.1696,83.7852,141.503,32.502,83.5916,130.888,29.9695,83.3844,120.175,27.234,83.0403,110.541,24.3238,82.5056,100.166,21.1158,81.9973,90.2798,17.7803,81.2562,82.2248,13.6188,80.7467,71.6713,10.1709,80.0293,63.2897,5.58972,79.2969,53.9075,1.26063,78.3427,45.8826,3.56276,77.3164,38.3922,7.05198,76.3393,30.6139,10.5638,75.3016,23.208,13.5022,74.0861,15.8011,16.2352,72.9502,8.49688,18.7349,71.7766,1.21454,20.6959,70.5829,-6.18847,22.8671,69.3661,-13.0679,24.194,68.046,-20.1403,25.4815,66.7411,-27.3255,26.62,65.5428,-34.364,27.3999,64.1776,-41.2148,27.7452,62.8661,-48.0515,28.3206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
