74.2215,299.888,39.5504,74.6566,284.998,39.6362,74.8245,272.252,39.2531,74.7551,262.567,38.4661,74.903,249.759,37.8665,75.0501,238.749,36.8528,75.1818,227.144,36.1025,75.0837,216.092,34.9516,75.4121,204.684,33.6069,75.0993,194.643,31.9442,75.2097,185.124,29.7061,75.2921,173.446,28.4099,75.3746,163.189,26.3819,75.4351,151.896,24.4866,75.312,141.844,22.133,75.192,132.24,19.5344,75.2442,122.449,16.9022,75.1131,112.438,14.4715,74.9956,104.028,11.0555,75.1825,93.82,8.29278,75.043,84.5185,5.02911,75.1958,74.2281,1.9197,74.923,65.5397,2.63394,74.8177,57.1043,5.50339,74.7177,49.1583,8.06147,74.6118,40.8749,10.4216,74.5104,33.0644,12.3769,74.4063,25.0377,14.4337,74.1837,17.3976,15.8968,74.0872,9.92804,17.1808,73.9829,2.0102,18.2677,73.7731,-5.70616,19.3682,73.677,-12.9817,19.8675,73.48,-20.1398,20.1149,73.4759,-27.6966,20.2589,73.377,-34.9457,20.6902,73.2719,-42.365,20.7751,73.0009,-48.9869,20.094,,,
75.7517,292.81,40.9239,75.9064,280.829,41.319,76.265,265.667,42.0714,76.3982,255,41.9354,76.5374,245.929,41.6089,76.8631,233.972,41.417,77.1714,222.636,41.011,77.4638,211.868,40.4069,77.7132,199.733,39.9988,77.8774,183.922,40.1144,78.1837,178.255,38.0626,78.4077,168.707,36.5832,78.767,157.343,35.1301,78.9191,146.546,33.7795,79.0616,136.307,32.3288,79.2108,127.213,30.063,79.3565,111.969,29.5202,79.561,106.731,25.9194,79.9467,96.7656,23.5306,79.9938,87.216,20.9966,80.3273,77.7031,18.133,80.7569,67.779,15.3334,80.9012,59.119,11.9342,81.1119,49.2667,9.02483,81.2008,40.5906,5.25409,81.4832,30.9489,1.87839,81.8859,22.3661,-0.247727,82.0068,14.8758,2.91522,82.3254,7.3129,5.67482,82.4876,-0.0413346,8.44412,82.6048,-7.46192,10.886,82.8783,-15.0509,13.1243,83.1116,-22.3343,15.1463,83.2933,-29.5736,16.8052,83.5211,-36.6243,18.498,83.773,-43.7225,19.878,,,,,,,,,
75.5016,294.193,40.7063,75.6731,283.549,40.6261,76.0413,268.213,41.4046,76.1924,258.606,41.3217,76.5372,245.964,41.368,76.6336,233.941,41.4246,76.7242,222.572,41.0272,77.0403,212.795,40.2312,77.0901,200.563,39.8376,77.3425,189.053,39.0424,77.2029,179.76,37.7418,77.4257,168.513,36.6367,77.8128,157.161,34.7946,77.9916,146.355,33.4578,77.9917,136.743,32.0367,78.1406,126.325,30.1431,78.2665,115.826,28.373,78.3959,106.437,26.0238,78.4909,96.3833,23.5041,78.5779,86.8342,21.1476,78.6323,76.7805,18.8297,78.692,67.6698,15.8752,78.7323,58.5125,12.5363,78.7543,49.3736,9.30248,78.7586,40.273,6.04287,78.9855,30.5632,2.55889,79.0645,21.326,-0.90915,78.7902,13.5621,1.49468,78.7506,5.84474,4.30805,78.6905,-1.93485,6.92082,78.622,-9.45832,9.30069,78.6318,-17.1752,11.5218,78.5266,-24.6345,13.4632,78.4079,-32.0149,15.1662,78.286,-39.0757,16.722,78.2401,-46.0529,17.7912,,,,,,,,,
75.7508,292.925,40.3896,75.8936,279.694,40.4978,76.5228,267.146,40.8427,76.8921,256.429,40.7272,77.2163,243.944,40.5476,77.5229,232.085,40.3835,77.8134,220.867,39.7763,78.4917,208.31,39.3528,78.7434,198.256,38.1635,79.1554,186.923,37.1942,79.5277,175.354,36.0608,80.075,164.466,34.1882,80.5516,152.61,33.572,81.0209,142.16,31.8762,81.4851,132.894,29.7281,82.0186,121.576,28.0537,82.6889,110.936,25.9577,83.3225,100.854,23.1455,83.8929,90.7969,21.1806,84.3011,81.6848,18.2092,84.7687,71.6395,15.4755,85.4792,61.7391,12.311,85.977,51.9373,9.41069,86.3063,42.5808,6.00948,86.8589,33.3863,2.41968,87.3031,23.6319,-1.04365,87.6692,15.2279,1.52914,88.0762,6.89841,4.25065,88.5189,-1.37297,6.60791,88.8768,-9.5548,8.76767,89.6811,-17.9391,13.1356,89.7482,-25.5708,12.607,90.1216,-33.5847,14.1601,90.4849,-41.5239,15.4022,90.6989,-48.5259,15.7272,,,,,,,,,,,,
75.9517,286.233,40.4411,76.0876,273.307,40.8028,76.7162,262.35,40.6776,77.0912,253.107,39.8687,77.4224,241.92,39.5077,77.7074,229.105,39.3417,77.9914,218.023,38.7651,78.4615,206.564,37.9671,78.5019,196.541,36.8236,78.7141,185.27,35.4843,78.898,173.728,34.4155,79.2819,163.63,32.8133,79.4732,154.709,30.7268,79.7731,143.352,29.3019,79.8921,133.239,27.2385,80.0037,123.607,24.9313,80.3991,112.702,22.9454,80.6386,103.468,20.3803,80.8302,93.5629,17.6721,81.0084,84.1557,15.1308,81.447,74.2884,12.1397,81.4641,66.124,8.49358,81.8271,56.2598,5.3651,82.0416,47.2409,1.82678,82.3399,38.0595,-0.242509,82.5082,30.6722,2.90886,82.7402,22.7759,6.11956,82.8482,15.6153,8.59224,83.0328,8.33126,10.976,83.1695,0.953052,13.2867,83.2776,-6.21657,15.3748,83.4503,-13.4053,17.1587,83.5761,-20.6016,18.6861,83.7565,-27.7126,20.0607,83.8895,-34.8321,20.8398,83.9147,-41.4223,21.8944,84.0515,-48.2969,22.4336,,,,,,
75.1995,288.926,40.0108,75.3363,273.334,40.3083,75.267,264.78,39.7871,75.164,251.776,39.6447,75.0734,240.584,39.0736,74.986,229.923,38.3009,75.1084,217.718,37.7399,74.7984,207.05,36.8152,74.7057,195.999,35.6986,74.814,184.646,34.4142,74.7131,173.854,32.3962,74.6145,162.727,31.6917,74.5155,152.204,29.869,74.775,140.855,28.138,74.6783,132.024,25.7813,74.9017,120.46,23.7675,74.7845,110.639,21.5407,74.8273,100.743,18.9439,74.8579,90.7755,16.2036,74.8829,81.2828,13.3142,75.0351,70.8451,10.5482,75.1726,60.9463,7.52263,75.0219,52.2309,3.60139,74.8616,43.0595,-0.262023,74.9833,33.7163,0.103227,74.9851,25.2641,3.21823,74.9793,17.0345,6.05442,75.0786,8.75154,8.5291,75.048,0.67849,10.6804,75.117,-7.3315,12.7589,75.0666,-15.1163,14.4507,75.1982,-23.2178,16.0394,75.2138,-30.9936,17.4062,75.1238,-38.6324,18.707,75.1131,-46.1211,19.5486,,,,,,,,,,,,
75.4373,286.245,40.189,75.3374,273.232,40.8222,75.2681,264.686,40.2922,75.6331,250.567,40.33,75.3085,240.509,39.7839,75.4262,227.713,39.6247,75.5352,215.668,38.8049,75.226,206.034,38.1044,75.1227,195.048,36.9589,75.2278,184.627,35.6592,75.1195,173.814,34.4304,75.1935,162.007,33.0501,75.088,152.274,31.3935,74.9723,141.562,29.8312,74.693,132.671,27.6348,74.7558,122.314,25.554,74.6382,111.823,23.6359,74.5231,101.856,21.3353,74.2586,93.3696,18.3154,74.2945,82.7702,16.0644,74.1844,74.0969,12.9419,74.0623,64.4038,9.97109,74.0796,54.7741,6.77777,73.9458,45.1275,3.2983,73.6931,37.0684,-0.226457,73.7236,28.055,0.330039,73.5279,20.2261,3.66758,73.4596,12.3082,6.86984,73.275,4.54538,9.69613,73.2083,-3.23166,12.2881,73.1414,-10.7699,14.5359,72.971,-18.333,16.642,72.8103,-25.4268,18.326,72.7409,-33.3113,19.7974,72.5901,-40.0963,20.9557,72.4429,-47.3164,22.2247,,,,,,,,,
75.2477,295.83,39.4094,75.6493,281.177,39.4982,75.7904,268.628,39.1211,75.924,256.67,38.7692,76.2625,243.096,38.1323,76.3763,232.369,37.3631,76.4608,220.08,36.5884,76.7448,207.506,35.6127,77.0119,195.617,34.483,76.8525,184.303,32.8098,77.0999,173.614,31.0072,77.1267,162.608,29.3146,77.3043,149.973,27.9179,77.3205,140.126,25.6677,77.4895,129.439,23.3688,77.7845,117.47,21.4325,77.9142,107.312,18.7357,78.0218,97.084,15.8927,78.1204,87.3645,13.0627,78.4703,76.2364,10.5294,78.6564,66.131,7.38287,78.8269,56.5268,3.99402,79.1108,46.9903,0.266874,79.2177,37.506,0.392759,79.3186,28.9031,2.88753,79.6251,19.9522,5.32617,79.784,11.5687,7.37795,79.9038,3.16472,9.27019,80.0866,-5.43049,11.0294,80.2498,-13.4801,12.134,80.4288,-22.2621,13.5945,80.5222,-29.8332,14.3987,80.5576,-37.7265,14.9381,80.7871,-46.0057,15.6164,,,,,,,,,,,,,,,
74.9675,293.036,39.6041,74.8688,278.485,39.7017,74.7831,265.98,39.5854,74.6997,254.141,38.9897,74.6122,241.732,38.3995,74.5337,229.75,39.2496,74.2251,218.689,36.8865,74.363,205.954,37.6953,74.4789,193.18,36.7288,74.1776,182.02,33.5667,74.2865,170.56,31.7736,74.1909,158.853,30.301,74.2798,147.089,28.724,74.1962,136.586,29.1394,74.085,125.973,24.4511,73.9959,114.696,25.2144,74.0562,103.493,23.2122,74.1071,92.8913,20.695,73.9914,82.2834,18.0768,73.8585,72.458,11.6685,73.908,62.2607,12.3477,74.0329,51.2378,5.82135,73.9305,42.1858,6.32381,73.9223,32.1517,3.06515,74.175,22.6684,1.81922,74.1918,13.9464,4.93531,74.2133,5.97934,8.70165,74.213,-2.38626,11.5097,74.3086,-10.649,13.9575,74.3814,-19.0258,16.2439,74.527,-27.5855,18.485,74.5691,-35.1443,20.162,74.6699,-43.211,21.8954,,,,,,,,,,,,,,,,,,
75.1915,287.445,40.762,75.3286,271.905,41.2903,75.4951,262.194,40.9584,75.6136,248.225,40.7432,75.505,236.044,40.8247,75.6153,223.534,40.4092,75.7092,210.699,39.9959,75.8058,199.515,39.2092,75.6806,187.974,38.2467,75.7525,176.222,37.3174,75.8189,165.097,36.2526,75.6817,153.767,34.8699,75.5584,143.734,33.2093,75.7654,131.584,31.9789,75.7916,120.734,30.1477,75.9572,108.747,28.6166,76.1335,99.1278,26.5126,75.9726,89.3352,23.9365,76.1009,78.6553,21.8695,76.208,68.0855,19.374,76.3035,58.0898,16.623,76.3805,48.2124,13.8203,76.5575,37.7759,11.186,76.715,27.9062,8.10217,76.8388,17.9081,4.97311,77.0481,7.84672,1.43699,76.9347,-0.321718,3.27024,77.015,-9.00964,6.23406,76.9715,-17.3332,8.84091,77.0986,-25.8763,11.1769,76.9179,-33.9903,13.6729,76.9272,-41.5368,15.2081,76.7933,-49.9052,17.057,,,,,,,,,,,,,,,,,,
