75.0099,298.064,41.6578,75.4515,287.181,42.0767,75.8734,276.804,42.2224,76.2656,265.591,42.5719,76.6517,256.158,42.2144,77.0225,247.122,41.6307,77.3648,237.337,41.0346,77.4659,227.905,40.4757,77.9913,217.965,39.4423,78.4611,206.52,38.6263,78.5179,197.451,37.0568,78.7463,187.009,35.7233,78.963,177.048,34.2559,79.2025,169.154,32.0689,79.2222,160.733,29.7743,79.2076,151.137,27.7808,79.5626,142.04,25.4825,79.7201,133.286,22.7455,80.0298,124.275,19.9575,80.1508,115.595,17.1419,80.2651,107.251,13.932,80.3559,98.6533,10.5632,80.5688,89.3677,7.26151,80.5189,82.3873,2.80559,81.0184,74.12,3.59522,81.0672,67.3024,7.32162,81.2253,60.0152,11.0606,81.2485,53.4647,13.984,81.5126,46.5499,16.9193,81.6107,39.6049,19.7351,81.718,33.3611,21.9741,81.787,26.7782,24.2645,81.9576,20.2435,26.18,82.1019,13.7356,27.7669,82.2207,7.305,29.2844,82.3311,1.1669,30.2756,82.5118,-5.11793,31.2267,82.7397,-11.7356,32.1473,82.8643,-17.8639,32.4292,82.8807,-23.7352,32.4396,83.0409,-29.8144,32.5624,83.2381,-36.1507,32.353,83.2678,-41.912,31.6716,83.4953,-47.9577,30.9763,,,,,,,,,,,,
75.2525,295.361,41.559,75.9304,283.309,41.9281,76.3387,273.141,41.8202,76.7302,263.337,41.9688,77.3308,252.868,41.5772,77.9052,242.873,40.9661,78.2425,234.386,39.9531,78.7585,224.139,39.1429,79.4526,213.392,38.3357,80.1144,203.187,37.1305,80.3683,195.222,35.1765,80.592,186.643,33.4931,81.171,176.807,31.4282,81.7212,167.381,29.8677,82.0791,159.116,27.3947,82.5905,150.463,24.8204,83.0329,140.753,22.3843,83.6586,132.178,19.8531,84.0564,123.275,17.1031,84.4638,115.341,13.7281,84.9731,106.563,10.5522,85.4867,98.6918,6.95995,85.7899,90.5232,3.24234,86.213,82.8597,2.8909,86.7425,75.7838,5.98712,86.9701,69.4333,8.44176,87.401,62.1422,11.0092,87.8062,55.2487,13.4382,88.1906,48.6939,15.4516,88.5297,42.0674,17.1104,88.9286,35.1011,18.7168,89.3974,31.0853,18.8921,89.5627,22.4865,20.9179,90.0428,17.9141,20.7267,90.122,9.58506,22.2798,90.4679,3.34778,22.5737,90.8539,-3.06731,22.7704,91.0029,-9.27746,22.4585,91.644,-13.5754,21.1274,91.6066,-21.3608,21.515,91.9468,-27.3226,20.5238,92.2164,-33.3974,19.4616,92.396,-39.0182,18.2916,93.0005,-43.5154,15.5005,,,,,,,,,,,,
75.5557,301.105,40.6554,76.2467,290.165,40.8271,76.6546,279.67,40.9977,77.2784,268.478,40.6113,77.6472,258.892,40.5357,78.2396,249.777,39.9711,78.5588,239.916,39.1644,79.0927,230.47,38.3875,79.7893,219.416,37.5846,80.2565,209.877,36.1833,80.875,198.925,34.7985,81.1353,191.992,32.7001,81.6874,181.063,30.822,82.254,172.227,29.4664,82.607,163.783,26.9622,83.2801,154.217,24.7535,83.7633,145.764,21.8702,84.2004,136.944,19.127,84.6195,128.476,16.133,85.3198,119.163,13.3038,85.5,110.733,9.90201,86.1791,102.734,6.42805,86.9126,93.4294,2.8867,87.3245,85.5938,1.33481,87.6692,78.3607,4.8497,88.1484,71.5395,7.99932,88.693,64.2164,11.0394,89.0923,57.6656,13.5964,89.5548,50.6659,15.9156,89.9595,43.6829,18.2736,90.4484,36.7207,20.0981,90.9103,30.1183,21.5608,91.2843,23.2594,23.2359,91.6697,17.0196,24.1888,91.8591,8.40367,26.1672,92.4667,4.14862,25.7695,92.8738,-2.42646,26.1877,93.3364,-8.87073,26.3737,93.7685,-14.9595,26.4566,94.1977,-21.4026,26.1676,94.5995,-27.5175,25.6186,94.9494,-33.5302,24.8511,95.4155,-39.6452,23.5057,95.8473,-45.4055,22.2615,,,,,,,,,,,,
75.809,299.676,40.8771,76.5059,290.138,41.0856,77.1615,279.714,40.9859,78.2512,267.264,41.0523,78.8419,257.802,40.7128,79.6067,246.477,40.309,80.1473,237.865,39.5266,80.8513,227.509,38.707,81.7214,216.644,37.892,82.3619,207.274,36.4824,82.7644,198.267,34.9235,83.332,188.76,33.4089,83.8524,178.869,31.3241,84.5725,170.207,29.5409,85.0144,160.353,27.4399,85.6565,151.706,25.0337,86.0861,143.375,22.5473,86.6537,134.724,19.7919,87.4595,124.571,17.3882,87.9433,116.056,14.3621,88.5793,107.912,11.1007,89.1221,98.9709,8.06163,89.8081,90.432,4.47302,90.3025,82.2089,0.901561,90.8545,74.6876,3.25198,91.2812,68.4845,6.0466,91.7303,61.3254,9.11337,92.2652,54.1711,11.8782,92.6655,47.7513,14.1878,93.1135,40.9492,16.4145,93.5386,34.4931,18.2498,93.9083,28.0302,19.879,94.4428,21.3248,21.3028,94.8586,15.2383,22.4031,95.2239,9.13498,23.108,95.6993,2.61654,23.9135,96.1045,-3.13116,24.1062,96.4669,-9.50845,24.451,96.9184,-15.5814,24.2457,97.3827,-21.7408,23.9783,97.7204,-27.6276,23.4607,98.0142,-33.4928,22.4308,98.5044,-39.2917,21.6531,98.851,-45.0838,20.344,,,,,,,,,,,,
75.5128,295.482,41.0197,75.941,284.76,41.1881,76.3383,273.177,41.5664,76.7298,263.406,41.4709,77.0913,252.861,41.3425,77.4366,242.834,40.7438,77.7671,233.243,39.9389,78.2923,223.04,39.1324,78.7773,212.329,38.1137,79.0252,202.091,36.9372,79.2792,193.227,35.4075,79.6916,183.021,33.9079,80.0847,173.3,32.0727,80.3015,165.53,29.9432,80.6458,155.816,27.6887,80.9733,146.529,25.3531,81.47,137.679,22.5468,81.7437,128.49,19.9018,82.0267,120.311,16.4467,82.4041,110.681,13.7605,82.6378,102.573,10.2847,82.818,93.6681,6.88095,83.1491,85.1557,3.12616,83.4368,76.5526,0.608445,83.5528,69.1344,3.67875,83.7881,61.7098,6.61057,84.01,54.6694,9.08235,84.1764,47.2173,11.6429,84.3324,40.1622,13.7809,84.5896,33.1592,15.6812,84.6839,26.1401,17.2656,84.751,19.1946,18.7954,84.914,12.3256,19.8862,85.0467,5.52684,20.7139,85.1504,-1.17112,21.4174,85.2273,-7.77507,21.8988,85.3858,-14.2993,21.8413,85.561,-21.2797,22.0871,85.6589,-27.5789,21.5248,85.8345,-34.6636,21.0341,85.8921,-40.4806,20.2546,86.0428,-47.6225,19.7539,,,,,,,,,,,,,,,,,,
74.2475,303.797,40.7721,74.1976,294.023,41.0038,74.3967,283.374,40.9197,74.3382,273.071,41.1064,74.2812,263.228,41.0371,74.2175,252.673,40.4487,74.1563,242.553,39.8903,74.0965,232.862,39.1269,74.2558,222.587,38.1344,74.1939,213.708,36.9983,74.1374,206.162,35.2644,74.2701,195.199,33.7479,74.2005,186.467,31.9174,74.3281,177.264,29.9421,74.2551,169.211,27.4519,74.1731,159.861,25.2802,74.4666,150.231,23.202,74.3832,142.359,20.2549,74.4715,133.422,17.4642,74.5527,124.835,14.4342,74.458,117.142,10.9734,74.6786,106.805,8.38791,74.7379,99.1537,4.37297,74.9487,91.2421,0.386836,74.8673,83.8518,3.25141,74.9463,76.8921,6.2817,75.0199,70.2637,9.00435,75.0758,63.0326,11.5231,75.1336,56.5941,13.7296,75.1802,50.0212,15.5775,75.3459,43.0276,17.3798,75.5008,36.3862,18.958,75.5115,29.6556,20.2467,75.6428,23.2802,21.2033,75.644,17.1289,21.7731,75.7428,10.4205,22.4996,75.8432,4.53845,22.4581,75.9132,-2.12425,22.7595,75.9798,-8.27707,22.3864,76.1307,-14.6107,21.8736,76.3576,-21.0534,21.3445,76.4684,-27.2533,20.5022,76.6535,-33.4313,19.0709,76.7196,-39.7014,17.8458,76.7032,-45.2937,15.8437,,,,,,,,,
73.6796,295.445,40.5239,73.6275,281.885,41.4209,73.3439,274.218,41.1742,73.3038,263.058,41.3182,73.2597,251.272,41.1782,72.76,244.535,40.2488,72.7278,233.646,39.6817,72.4715,223.215,38.9282,72.2268,214.235,38.0147,71.9875,204.663,36.6837,71.758,195.468,35.4156,71.5329,186.66,33.573,71.5147,177.397,31.3767,71.301,169.237,29.5002,71.0953,159.029,27.5193,70.8901,150.769,24.8438,70.6935,142.073,22.3017,70.5026,133.016,19.5251,70.3136,124.963,16.4871,69.9567,116.496,13.2745,69.7841,107.772,10.0616,69.6142,99.3697,6.66082,69.604,91.2991,2.71287,69.4614,82.4953,0.793948,69.2223,75.8478,3.77219,69.1563,68.121,6.7419,68.9387,61.6392,9.18143,68.8936,53.8013,11.9521,68.7047,46.7064,13.9853,68.3826,40.6724,15.5988,68.2224,33.8485,17.3605,68.2091,26.3494,18.9806,67.9358,20.1112,19.9811,67.8137,12.9292,20.9188,67.6868,6.70426,21.5361,67.4673,0.152343,22.1104,67.3753,-6.58834,22.4908,67.1726,-12.8655,22.2387,66.9926,-19.3266,21.9919,66.8184,-25.5242,21.4006,66.6442,-31.5448,20.2066,66.4254,-37.9955,19.8535,66.2792,-43.8839,18.4832,,,,,,,,,,,,,,,
74.4575,294.095,40.7315,74.1475,284.703,40.7062,74.0942,274.347,40.8971,74.0411,264.492,40.5807,73.9835,253.84,40.2465,73.9273,243.667,39.691,73.8721,233.931,38.9291,73.8169,224.625,37.7422,73.7581,214.666,36.5876,73.6973,204.141,35.6938,73.6385,195.075,33.7813,73.5826,186.324,32.1657,73.5216,177.078,30.2007,73.2626,168.16,27.9327,73.2043,158.835,25.9635,72.9586,150.594,23.5047,73.0856,141.306,21.1607,72.8425,132.988,18.1867,72.7783,123.701,15.2073,72.7171,114.798,12.5646,72.6547,106.245,9.70427,72.589,98.5628,6.06277,72.6775,89.538,2.55536,72.6211,81.9732,0.823912,72.459,74.9939,4.62589,72.4489,67.9084,7.78352,72.4366,61.1602,10.4741,72.2853,54.71,13.2046,72.2746,47.7863,15.7059,72.3932,40.8533,17.8106,72.2475,34.5489,19.6916,72.2307,27.5459,21.5411,72.2104,21.1737,22.6465,72.0744,14.7951,23.9979,72.0534,8.39863,24.7014,72.0313,2.0288,25.2934,72.007,-4.56302,25.8063,71.9803,-10.6158,25.866,71.9487,-17.1377,25.7038,71.9171,-23.1143,25.3615,71.7864,-29.3259,24.7548,71.9301,-35.9559,23.9712,71.7322,-41.0872,24.7039,71.5807,-47.3269,21.5234,,,,,,,,,,,,
74.2177,298.233,40.597,74.419,287.359,40.7831,74.6108,276.981,40.7062,74.786,265.789,40.598,74.7197,256.267,40.295,74.8824,246.068,39.4835,74.7995,235.134,38.926,74.7332,226.833,37.7585,74.876,216.807,36.8115,75.0025,206.291,35.4471,74.7134,198.017,33.7654,74.8417,189.241,31.6923,74.7466,179.024,29.9244,74.8533,169.294,28.2371,74.7636,160.745,25.6357,74.8541,151.045,23.5552,74.9432,142.481,20.792,74.8445,134.188,17.978,75.0881,124.972,14.7575,74.9792,116.666,11.8776,75.1904,106.96,8.86765,75.0756,99.2776,5.21525,75.1175,91.3336,1.40825,75.1716,83.3645,2.08088,75.3897,75.9704,5.17106,75.4444,68.9053,7.96399,75.4941,62.1718,10.3106,75.5275,54.9222,12.7697,75.5631,48.4216,14.6365,75.5888,41.8311,16.3101,75.7293,34.8723,17.9451,75.8595,28.2522,19.239,75.8506,21.5654,20.2695,75.8459,15.488,20.8652,76.0528,8.88187,21.4783,76.2382,2.31002,21.8679,76.2935,-4.26928,21.9667,76.4482,-10.4935,21.8452,76.4864,-16.5256,21.2509,76.6926,-23.0885,20.7796,76.7901,-29.2173,19.7719,76.8836,-34.9035,18.4412,77.0251,-41.2491,17.259,77.0617,-47.4043,15.5891,,,,,,,,,,,,
73.4283,298.166,40.615,73.1323,287.235,40.8151,72.8475,276.791,40.7539,72.3265,266.76,40.4563,72.065,254.785,40.0988,71.5791,245.631,39.3578,71.1124,235.703,38.6235,70.6672,225.114,37.9028,70.0054,217.041,36.1423,69.8243,205.347,35.259,68.9887,197.857,33.2111,68.6198,187.946,31.6284,68.0583,178.419,29.5144,67.7267,168.482,27.498,67.4079,158.959,25.3893,66.6972,151.223,22.6018,66.4135,141.647,19.9673,65.9521,133.09,17.4625,65.6978,123.567,14.3895,65.2693,114.998,11.2813,64.5013,107.211,7.78838,64.2945,98.078,4.37767,64.058,90.3864,0.3359,63.8001,82.6883,2.66433,63.5732,75.4133,5.70202,63.2071,68.4143,8.30334,62.9996,61.7732,10.4541,62.8217,55.0085,12.7034,62.6782,47.7013,14.642,62.3946,41.0805,16.2029,62.2701,34.4434,17.7113,62.0378,27.666,18.826,61.8161,21.185,19.651,61.604,14.9742,20.2114,61.4298,8.39312,20.5929,61.1524,2.03002,20.6648,61.026,-4.55819,20.6918,60.7871,-10.6544,20.4238,60.5869,-17.023,19.9605,60.4051,-23.4092,19.0936,60.2384,-29.8181,17.7705,60.1706,-35.5752,16.8918,59.6394,-41.2904,15.2052,59.8546,-48.1577,13.8349,,,,,,,,,,,,
