73.19,303.386,42.1598,72.386,293.313,43.4511,71.6145,281.024,44.5936,70.8711,273.163,45.0811,70.4076,261.898,45.6494,69.7182,252.35,45.5288,69.5273,242.116,45.3567,69.105,233.417,44.5528,68.7142,222.924,43.9359,68.5541,212.96,42.9012,68.3988,203.417,41.7023,68.2599,193.329,40.7486,68.3207,183.773,39.0043,68.3628,175.477,36.5423,68.4248,165.059,34.3536,68.4666,156.637,31.8982,68.6994,147.113,29.1544,68.9169,137.985,26.1699,69.1266,128.554,23.161,69.4871,120.198,19.537,69.8331,111.53,15.9246,70.3237,103.232,11.9334,70.7875,95.2196,7.59902,71.3952,84.3801,4.26303,72.1426,78.2641,1.98063,73.0575,71.8141,5.70593,73.9234,65.6804,9.08467,74.8734,58.5995,12.6904,75.7789,52.7032,15.4416,76.7586,46.3539,18.2361,77.8063,39.9764,20.6115,78.7842,33.5672,22.7476,79.8195,27.1908,24.6388,80.809,21.4406,26.0375,81.9404,15.1326,27.3732,83.0065,9.127,28.2851,84.1086,3.18638,29.0319,85.3323,-2.92183,29.5092,86.4663,-8.98478,29.6548,87.6599,-14.5158,29.354,88.827,-20.4102,28.9938,90.0782,-26.3493,28.5557,91.2585,-32.0556,27.5819,92.5808,-37.9755,26.3893,93.9123,-43.5447,25.1708,95.1555,-49.4985,23.7402,,,,,,,,,
73.1821,300.54,42.3343,72.6382,289.268,43.5599,72.1176,278.518,44.4791,71.8631,268.332,44.8532,71.6191,257.372,45.1676,71.6198,246.945,45.2273,71.1564,238.041,44.8795,71.1619,228.503,44.2621,71.1678,218.335,43.6367,71.1666,208.676,42.1664,71.3776,200.354,40.9971,71.3684,191.437,39.2254,71.7648,180.368,37.6594,71.9392,173.104,35.029,72.4918,162.978,32.8378,72.8244,153.281,30.1858,72.9586,145.388,27.0915,73.6241,136.52,23.9092,74.2489,126.688,20.9104,74.6815,119.123,16.7307,75.4264,110.685,13.1004,75.8087,103.034,8.74164,76.6407,94.1111,4.81964,77.4546,86.615,0.80101,78.4077,79.8609,4.78615,79.4486,73.0328,8.74525,80.4475,66.9984,11.9865,81.4908,60.0264,15.5942,82.511,54.2145,18.2172,83.5791,47.9575,21.0215,84.5913,41.99,23.2647,85.7469,35.3395,25.5364,86.8589,29.3775,27.4102,88.0146,23.3929,28.804,89.1776,17.1627,30.2466,90.2786,11.216,31.1394,91.6079,5.1312,31.9532,92.7845,-0.467312,32.1792,94.0287,-6.44072,32.4909,95.2813,-12.3345,32.4665,96.5389,-18.1435,32.1354,97.763,-23.5119,31.3285,99.0911,-29.3342,30.4618,100.411,-35.0586,29.2741,101.813,-40.6637,27.781,103.246,-46.2418,26.3747,,,,,,,,,
72.648,297.733,42.2509,72.1162,285.308,43.1648,71.3578,274.779,43.5846,70.8747,264.74,43.7353,70.4098,255.116,43.6419,70.1997,244.792,43.2693,69.9981,233.877,42.4124,69.5781,224.417,41.6461,69.395,214.407,40.4298,69.4339,204.847,39.2626,69.2601,194.755,37.4991,69.294,185.151,35.3913,69.5199,176.007,32.7497,69.7513,165.575,31.0306,69.9512,157.189,28.0156,70.3349,147.673,25.1316,70.5123,139.208,22.0032,71.0383,130.472,18.625,71.5377,121.424,15.0603,72.0092,112.726,11.1214,72.626,104.987,6.75422,73.2113,96.371,2.67029,74.1221,88.894,2.29192,75.0148,81.9779,6.2857,75.8583,75.4165,9.90639,76.7968,68.756,13.2007,77.6943,62.8527,15.8372,78.6669,56.4303,18.5306,79.7124,49.9634,20.9457,80.5667,43.7697,22.9749,81.6229,37.587,24.7484,82.6063,31.361,26.3147,83.6614,25.4668,27.5304,84.7461,19.2445,28.4455,85.8892,13.3725,29.1786,87.0458,7.23712,29.6474,88.0495,1.61896,29.7636,89.1758,-4.2019,29.6464,90.3265,-9.983,29.2151,91.5748,-15.8966,28.5956,92.6554,-21.5892,27.6303,93.851,-27.1908,26.4107,95.0287,-32.9355,24.8964,96.3308,-38.3816,23.1616,97.5686,-43.6208,21.1598,98.6596,-49.1673,18.9816,,,,,,,,,
73.1665,294.927,42.6799,72.3735,285.284,43.4193,71.858,274.834,43.5711,71.6119,262.337,44.1199,71.1344,252.817,44.0186,71.1468,241.464,44.0638,70.6958,231.736,43.2426,70.7144,220.397,42.5998,70.7248,210.619,41.3647,70.7398,200.27,40.5944,70.9553,190.466,39.2227,71.1549,180.278,37.0718,71.5399,169.774,34.8025,71.9085,159.736,33.0487,72.2536,151.662,30.2258,72.9422,141.124,27.5128,73.5931,131.098,24.7641,74.2118,122.172,21.4163,75.1291,112.486,18.0635,75.6738,103.725,14.7164,76.8339,94.9413,10.979,77.6076,85.8968,7.00101,78.6788,78.2905,2.24693,79.7883,68.8866,2.00652,81.0211,61.7302,5.66238,82.1637,54.5621,9.14888,83.3583,47.4395,12.3021,84.6169,40.7471,14.9705,85.9984,33.4515,17.6649,87.2928,26.5835,19.9306,88.6342,20.1148,21.666,90.0578,13.2038,23.4423,91.4831,6.42774,24.7553,93.0158,-0.146843,25.8573,94.3978,-6.85925,26.5897,95.9037,-13.1256,27.0376,97.432,-19.6464,27.2618,98.9322,-25.9793,27.1768,100.625,-32.4053,26.9839,102.274,-38.6698,26.2551,103.983,-44.9608,25.5758,,,,,,,,,,,,,,,,,,,,,,,,
72.9132,297.633,42.783,72.1226,286.446,44.0011,71.6168,275.818,44.9058,70.8866,265.629,45.5351,70.4282,254.734,45.8445,69.991,244.306,46.1458,69.5582,235.536,45.3222,69.3901,223.896,45.3136,69.2191,213.868,44.6883,69.2621,204.36,43.4362,69.315,193.404,42.3954,69.3476,184.741,40.638,69.3857,174.741,38.7136,69.6172,164.442,36.6607,69.8371,154.6,34.7205,70.0338,145.938,31.933,70.5867,135.632,29.0662,70.7559,127.022,26.1849,71.0832,118.156,22.7207,71.7295,109.139,19.2334,72.5018,99.9556,15.2404,72.9165,91.0788,11.6569,73.61,82.0862,6.93358,74.4247,73.5393,2.74632,75.3625,65.1921,2.30182,76.2837,58.5081,5.93693,77.2752,51.4081,9.58432,78.3209,43.9784,13.068,79.4309,37.0215,16.0402,80.5729,29.8345,19.0004,81.7494,22.7772,21.5226,82.8328,15.8378,23.7837,83.9437,9.08041,25.9024,85.1907,2.47435,27.4115,86.4063,-4.43927,28.9587,87.7081,-11.343,30.1827,88.8613,-17.4474,30.8173,90.2246,-24.1012,31.4985,91.565,-30.5224,31.8494,92.9516,-36.8983,31.8065,94.5,-43.4607,31.5749,95.8803,-49.5662,30.7022,,,,,,,,,,,,,,,,,,,,,
72.9031,293.483,42.9056,72.3711,281.216,44.055,71.8634,270.849,44.6986,71.618,259.774,45.0177,71.1434,250.358,44.8999,71.1512,240.288,44.4959,70.9318,230.595,44.1215,71.1654,219.36,43.4497,71.1642,209.661,41.9783,71.3795,199.411,41.1841,71.5811,188.763,39.9872,71.7656,179.51,37.8472,71.94,171.45,35.4115,72.4891,160.623,33.4142,72.8207,151.036,30.9628,73.3164,141.906,28.0504,73.7872,133.155,24.8988,74.5813,124.187,21.5095,75.337,115.583,17.735,76.0587,107.307,13.951,77.0387,97.1966,10.6279,77.8365,89.0894,6.18741,78.7181,79.7928,1.91444,79.7684,73.2513,3.16213,80.8685,65.8581,7.16118,81.9023,58.8876,10.7726,83.018,52.3262,13.866,84.1686,45.3792,16.8272,85.3632,38.4904,19.4845,86.4864,31.9919,21.8535,87.7249,24.9422,24.1034,88.912,18.5933,25.831,90.0964,12.0531,27.4679,91.2985,5.62626,28.7718,92.6249,-0.651741,29.7548,93.9249,-7.05229,30.4664,95.3247,-13.2529,31.0113,96.6836,-19.5344,31.2234,98.0281,-25.6551,31.1275,99.4822,-31.915,30.9293,100.873,-38.1552,30.4799,102.359,-44.035,29.5997,,,,,,,,,,,,,,,,,,,,,
72.9107,296.203,43.0025,72.3765,285.166,43.9436,72.1159,272.019,45.2489,71.6206,263.301,45.414,71.1443,253.726,45.5274,71.3911,241.242,45.7167,71.1639,232.608,45.1274,71.1724,221.228,44.6603,71.1763,211.399,43.8194,71.1766,202.01,42.5891,71.3825,193.052,41.1932,71.5777,182.73,39.6052,71.958,172.937,37.683,72.1216,165.139,34.6954,72.6595,155.376,32.7593,72.978,145.306,30.1702,73.6434,136.467,27.3086,74.2669,126.678,24.4196,74.7009,119.15,20.7382,75.4366,110.16,17.4228,76.3006,101.579,13.5534,77.1459,94.4256,9.4325,77.9233,85.9061,5.27243,78.8203,77.7475,0.786359,80.1533,71.0106,3.84485,81.4145,64.6918,7.68304,82.6095,58.6806,11.0163,83.8646,52.5994,14.194,85.1708,46.4655,17.0728,86.4332,40.9869,19.3624,87.7157,35.1066,21.6983,89.0625,29.5204,23.5052,90.4108,23.6148,25.3604,91.8124,18.008,26.7328,93.2341,12.3939,27.7913,94.638,6.52851,28.6826,96.0809,0.975796,29.2871,97.4534,-4.33822,29.5321,98.9082,-9.84261,29.5402,100.323,-15.4982,29.448,101.808,-20.6995,28.8372,103.209,-26.2187,28.2735,104.741,-31.5047,27.1435,106.272,-37.0321,25.9896,107.808,-42.0286,24.3339,109.202,-47.174,22.4379,,,,,,,,,
73.4555,303.414,42.1531,72.6459,293.338,43.4448,72.1208,281.08,44.5801,71.619,270.714,45.213,71.1389,260.76,45.8241,70.9173,248.979,46.0686,70.4725,238.841,46.1271,70.262,230.312,45.3063,70.5183,218.043,45.0156,70.3238,208.275,44.4065,70.338,199.949,42.9953,70.5661,189.278,41.7557,70.7743,179.993,39.7871,70.9743,170.268,37.891,71.1576,161.759,35.3118,71.7122,152.154,33.1913,71.6836,144.266,30.2701,72.1919,134.73,27.256,72.8517,126.304,23.9952,73.303,116.905,20.9353,73.7339,109.08,16.9196,74.6332,100.529,13.254,75.1646,92.2011,9.11488,75.8279,84.2126,4.63663,76.9112,75.6788,0.730238,77.9958,69.4467,4.24762,79.1603,63.1404,7.92343,80.248,56.7463,11.5949,81.4,50.3029,14.7892,82.4881,44.1967,17.6684,83.7647,38.1046,20.2455,84.9724,32.3232,22.5526,86.0976,26.4601,24.3711,87.3611,20.3696,26.3385,88.5818,14.8365,27.5824,89.9228,9.07528,28.7527,91.167,3.31887,29.6424,92.5393,-2.35955,30.2426,93.8109,-8.00903,30.6055,95.1977,-13.5819,30.6168,96.5857,-19.1003,30.3199,97.9697,-24.5394,29.8395,99.3454,-30.4146,29.3979,100.654,-35.5626,28.2288,102.043,-41.1131,26.948,103.642,-46.5763,25.8006,,,,,,,,,
72.6525,299.041,42.5692,72.1242,286.394,44.2624,71.3682,275.731,45.1695,70.6439,265.539,45.7941,70.1913,254.651,46.0972,69.7598,244.226,46.3931,69.3436,234.292,46.2183,69.1742,223.769,46.0045,69.0085,213.746,45.365,68.8563,203.201,44.7237,68.9038,194.133,43.299,68.7544,184.484,42.1302,68.7953,176.159,40.2216,68.8554,165.719,38.7375,69.0856,156.6,36.3678,69.3054,147.846,34.1095,69.6943,138.792,31.3792,70.0679,129.445,28.7849,70.5888,120.542,25.5902,71.0817,112.603,22.1759,71.5503,103.778,18.6109,72.3168,94.8524,15.0447,73.0434,86.2967,11.3248,73.4265,78.9493,6.75156,74.3874,70.5803,2.43368,75.3335,63.3341,2.36736,76.3957,56.8255,6.41307,77.3975,50.6611,10.0881,78.4696,44.458,13.4383,79.4818,38.5602,16.331,80.6708,32.3508,19.2185,81.6815,26.7407,21.5541,82.8353,20.5251,23.7891,84.0415,14.6652,25.6373,85.2007,9.36398,27.0186,86.4451,3.3289,28.5743,87.6404,-2.1843,29.4781,88.9405,-7.83625,30.3227,90.2504,-13.431,30.8032,91.565,-18.9438,31.0511,92.8554,-24.5768,31.095,94.1016,-29.7831,30.656,95.3885,-35.2411,30.152,96.7887,-40.4172,29.2914,98.0946,-45.6301,27.7959,,,,,,,,,,,,
72.9132,297.633,42.783,72.1211,287.878,43.5252,71.8645,274.629,44.5945,71.3749,264.52,45.2218,70.9058,253.682,45.5367,70.4519,244.494,45.4136,70.479,233.561,45.1968,70.2804,223.105,44.778,70.3092,212.182,44.1169,70.111,203.667,42.7062,70.3471,192.809,41.4608,70.5618,184.219,39.7096,70.9729,172.683,38.1498,71.1575,164.081,35.548,71.3391,155.022,33.6358,72.0592,145.051,31.007,72.3845,136.812,28.1593,73.043,127.653,25.2409,73.6682,118.879,22.1046,74.4253,109.903,18.5918,75.4545,99.6933,15.3083,75.8304,93.023,11.2141,76.7898,84.6092,6.86194,77.6947,76.047,2.92587,78.7381,69.041,1.94412,80.0178,62.3303,5.71434,81.2094,55.575,9.46816,82.4731,49.2012,12.5531,83.6473,42.8017,15.6421,85.0007,36.4374,18.2756,86.3616,29.7745,20.7873,87.6659,23.7999,22.8784,88.9975,17.8411,24.6077,90.4417,11.6685,26.1177,91.8331,6.0762,27.1825,93.29,0.0479615,28.1928,94.7446,-5.8875,28.9228,96.1932,-11.7238,29.3954,97.6681,-17.2717,29.4185,99.202,-22.9208,29.2327,100.782,-28.6338,28.8574,102.335,-34.2327,28.2219,104.07,-39.9841,27.4213,105.621,-45.519,26.1577,,,,,,,,,,,,,,,
