73.1854,301.994,42.1109,72.6467,288.92,45.1408,72.1316,278.037,46.7924,71.395,267.596,48.3792,70.6939,256.416,49.841,70.2566,245.843,50.7586,69.373,236.827,51.0203,68.7797,223.984,51.4961,68.1965,213.866,51.19,67.4102,205.139,50.1103,66.6933,193.965,49.3653,66.2095,183.386,48.2537,65.7604,172.471,46.9756,65.1272,162.813,45.4347,64.3246,153.517,43.0465,63.7714,143.199,40.7317,63.0262,134.64,37.8687,62.3639,124.418,34.955,61.8909,114.681,31.5079,61.2545,105.868,27.925,60.8555,95.7228,24.0699,60.2753,87.0114,19.9325,59.5334,79.0141,15.2016,59.204,69.422,10.8317,58.5209,61.4358,5.70248,58.0147,53.2529,0.253962,57.4493,43.8859,3.3388,56.8795,34.3978,7.36198,56.409,24.8269,11.0834,55.7778,15.4811,14.5344,55.2746,5.81909,17.5221,54.718,-3.22338,20.0133,54.1689,-12.2291,22.2508,53.6364,-21.1424,24.2671,53.1163,-29.9945,25.7095,52.673,-39.0915,27.0037,52.0815,-47.863,27.9939
75.2754,297.76,43.001,75.4477,285.067,45.698,75.3706,274.395,47.5596,75.2874,263.003,49.2779,75.2081,252.153,50.9145,74.892,240.751,51.9531,74.8304,232.113,52.377,74.529,220.717,52.8371,74.4618,210.938,52.681,74.3903,200.682,52.2696,74.1166,190.867,51.6859,73.8477,180.68,50.4844,73.5914,170.946,49.3499,73.3429,161.664,47.5092,73.2834,151.352,45.6855,72.866,142.836,43.1239,72.4588,133.299,40.2825,72.2423,124.204,37.5791,72.0283,115.465,34.152,71.6533,108.16,30.2186,71.4548,98.3283,26.8172,71.4132,90.0061,22.5805,71.0631,80.864,18.4803,70.8683,73.062,13.7274,70.6752,65.0165,8.76768,70.4855,56.7799,3.79263,70.378,46.9111,5.20424,70.1825,37.587,9.57384,70.0007,28.5313,13.2679,69.8422,19.1438,16.9341,69.7015,9.84305,20.2686,69.464,0.903984,23.1795,69.2499,-7.92909,25.6072,69.166,-17.018,27.8308,68.803,-25.5516,29.5896,68.6777,-34.5132,31.5021,68.3917,-43.1022,32.6712
75.5797,303.644,41.8355,76.0277,293.458,44.1662,76.4178,279.741,46.744,76.5527,268.082,48.7433,76.6805,257.076,50.1588,77.0222,245.531,51.2051,77.3463,234.597,51.9699,77.4324,224.209,52.2589,77.7168,213.385,52.2538,77.9724,202.186,51.9842,78.2141,191.567,51.5265,78.4441,181.519,50.289,78.4524,171.107,48.8845,78.6502,161.25,46.9711,78.808,150.401,45.0923,78.8051,141.436,42.6555,78.9349,130.924,39.9072,79.2277,120.967,36.9555,79.1838,111.974,33.5132,79.1256,102.778,29.9097,79.3588,92.9798,26.1563,79.4356,84.0752,21.9726,79.4775,74.5622,17.7429,79.5405,66.3304,12.7617,79.7139,57.5658,7.93133,79.846,48.3068,3.01634,80.1058,39.8971,1.98698,80.1489,30.6487,6.17132,80.2588,20.8372,10.4443,80.4493,11.2443,14.2942,80.5936,1.87163,17.7741,80.6833,-7.52299,20.8288,80.8267,-16.7784,23.6851,80.9151,-25.933,25.9749,81.209,-35.1649,28.0262,81.4187,-44.3224,29.5516,,,
75.5797,303.644,41.8355,75.7567,292.038,44.3843,76.1535,278.451,46.6926,76.2824,265.682,48.382,76.642,253.664,49.7339,76.5306,243.395,50.3872,76.639,232.547,50.9493,76.9376,220.274,51.1423,76.8266,211.528,50.64,77.0925,199.509,50.1541,77.3429,188.162,49.2898,77.3805,177.383,48.0855,77.4152,167.147,46.5592,77.6359,157.449,44.3412,77.4639,147.395,42.0427,77.6457,137.207,39.0973,77.6298,126.816,36.4906,77.6237,117.522,33.1713,77.7701,108.077,29.6689,77.8946,98.479,25.8607,78.0094,89.2901,21.7701,77.8059,80.3811,17.4502,77.8866,70.9417,12.9178,77.9685,62.3161,7.82843,77.8863,53.5205,2.61884,78.0751,44.8308,2.48607,78.0755,35.2421,7.44377,78.0633,26.0385,11.9203,78.1329,16.3405,16.4102,78.0676,7.08833,20.3371,77.9689,-2.50169,23.9232,77.7707,-11.3508,26.9151,77.7472,-20.4943,29.9162,77.6037,-29.5304,32.4479,77.536,-38.3549,34.4419,77.4217,-47.5831,36.29,,,
75.5069,293.538,43.6448,75.6705,281.167,45.7858,75.5779,269.49,47.3228,75.9379,254.892,48.8447,75.6098,244.494,49.7641,75.5142,233.546,50.352,75.6343,222.192,50.4041,75.7378,210.457,50.1882,75.6254,199.308,49.7856,75.5164,188.768,48.5851,75.6025,177.922,47.4022,75.4883,167.594,45.7088,75.5505,156.298,43.8474,75.2481,146.216,41.5884,75.3071,136.006,38.6847,75.3466,124.993,35.9222,75.2251,115.698,32.6596,75.0924,105.632,29.2377,75.119,96.0274,24.671,74.9766,85.8081,21.3868,75.1306,75.6321,17.2007,74.8446,67.1531,12.4541,74.8317,57.299,7.78589,74.8156,48.2493,2.46981,74.8081,38.8782,1.97196,74.6731,28.4855,7.09129,74.4236,18.8717,11.4228,74.297,8.8856,15.7742,74.0616,-0.854316,19.728,73.8383,-10.3163,23.0802,73.6205,-20.1198,26.2736,73.4127,-29.8735,29.1842,73.218,-39.1483,31.5346,72.9504,-48.3042,33.6332,,,,,,,,,
75.4943,292.43,42.5307,75.6459,278.987,43.8735,75.5632,268.758,44.7511,75.6942,255.428,45.6831,75.6027,245.147,45.722,75.5145,235.329,45.53,75.6247,222.878,45.2125,75.5195,212.078,44.3044,75.6211,200.897,43.1868,75.7164,190.268,41.9219,75.795,179.339,39.8795,75.8682,168.936,37.7474,75.7427,158.993,34.759,75.7926,148.052,32.473,75.8438,138.336,29.2007,75.7119,128.991,25.7386,75.7398,118.807,22.108,75.7696,109.664,17.9475,75.7784,99.7419,13.887,75.7823,90.2471,9.71728,75.4784,82.0285,4.55312,75.6354,73.2922,0.492721,75.7766,62.7665,5.0669,75.763,52.9783,9.1708,75.7473,43.8547,12.554,75.9581,33.6251,15.9648,75.9052,24.4126,18.7438,76.0667,14.698,21.3897,76.0958,5.64647,23.3964,76.3054,-3.95972,25.4445,76.3804,-13.118,26.968,76.4298,-22.0731,27.9387,76.3574,-30.9898,28.7628,76.3499,-39.9748,29.1762,76.555,-49.1256,29.5861,,,,,,
75.5571,300.918,41.4699,75.7109,286.848,43.6518,75.8658,274.958,45.0007,75.7686,263.659,46.0434,75.6654,251.732,46.9878,75.7972,240.558,46.9405,75.912,228.824,47.0815,75.7997,217.719,46.5583,75.6829,206.189,46.025,75.769,194.421,44.8461,75.8493,183.265,43.5332,75.9143,171.877,41.867,75.6064,162.547,39.3888,75.8476,151.521,36.5647,75.7103,140.945,34.115,75.5839,131.535,30.8951,75.6186,121.291,27.6575,75.478,111.466,23.9195,75.6543,101.014,20.0556,75.5237,93.0842,15.1602,75.5246,83.4,10.9441,75.5116,73.6214,6.3734,75.6462,64.7141,0.884489,75.6371,55.0309,3.63961,75.6238,45.3802,8.20604,75.7141,34.9844,12.4254,75.7944,25.4189,16.1773,75.8405,15.3489,19.8773,75.8721,5.78407,22.9486,75.9822,-4.02034,25.8417,75.967,-13.3417,28.0185,75.9266,-22.7832,30.0072,76.0429,-32.3466,31.7977,75.8773,-41.2241,33.006,,,,,,,,,
75.7431,291.054,42.7427,75.6467,278.886,44.389,75.7998,267.463,45.1986,75.9238,254.174,46.3577,76.0503,242.846,46.5616,75.9426,232.05,46.5358,76.0506,220.79,46.2384,75.9258,209.127,45.4881,76.0161,198.11,44.3496,75.8956,187.605,42.8676,75.9602,175.975,41.1979,75.8339,165.717,38.8687,75.8914,155.22,36.0554,75.7605,145.157,33.5956,75.6323,135.548,30.5283,75.6589,124.455,27.4436,75.5313,115.686,23.462,75.5589,106.124,19.694,75.4227,97.4397,15.0921,75.4337,88.0509,10.5997,75.2757,78.4762,5.92627,75.263,68.8375,0.909084,75.2853,59.8105,4.04895,75.2806,49.4112,8.70334,75.2682,39.4256,12.894,75.2437,29.5025,16.8277,75.0909,19.9623,20.2527,75.0497,10.2812,23.3483,74.8843,0.49833,26.1741,74.7214,-9.02338,28.4975,74.5621,-18.2446,30.4841,74.4903,-27.7307,32.2936,74.3202,-37.0471,33.6887,74.2334,-46.2337,34.7961,,,,,,,,,
75.4952,292.31,43.063,75.648,278.725,45.1621,75.8012,267.27,46.2028,76.1412,251.658,47.7005,76.052,242.619,47.9832,76.1499,229.732,48.2715,76.2521,218.577,48.1554,76.1334,207.991,47.4055,76.1981,195.205,46.774,76.2675,184.023,45.6126,76.3216,172.612,44.0868,76.3608,161.035,42.2375,76.2283,151.497,39.6074,76.254,140.318,37.0556,76.1081,130.322,34.1376,76.3017,120.234,30.8214,76.1378,109.928,27.3817,76.1405,100.123,23.285,76.1403,90.7578,19.4152,75.963,80.7086,15.194,75.9476,71.6122,10.5375,75.9185,62.3947,5.5617,76.0199,53.147,0.442076,75.9851,43.4843,4.12117,75.9342,33.5023,8.50986,75.9836,22.988,12.6866,75.8999,13.0009,16.4494,75.8136,3.50914,19.5878,75.8168,-6.21979,22.5645,75.7983,-15.8596,25.1631,75.851,-25.5357,27.3241,75.8767,-34.9509,29.1992,75.952,-44.4426,30.5804,,,,,,,,,,,,
75.7109,286.853,43.651,75.6265,276.199,45.0571,76.0132,263.606,46.5322,76.1411,251.718,47.456,76.2616,240.487,47.8664,76.3754,229.844,47.8024,76.4718,218.718,47.4729,76.5625,208.134,46.9484,76.4492,198.965,45.8649,76.8982,185.926,44.8289,76.9561,176.182,40.9441,77.0023,165.851,41.1823,77.0427,156.127,38.7158,77.2415,145.438,36.3358,77.0904,136.548,33.2077,77.1086,127.388,29.6693,77.2634,116.797,26.669,77.2606,107.827,22.7954,77.2334,98.0937,18.9909,77.2136,89.2929,14.7028,77.0335,80.7561,9.99336,77.1515,72.1103,5.03636,76.8065,63.0018,3.81277,76.7437,52.8154,8.46183,76.6762,43.0112,12.7954,76.4803,33.8445,16.2833,76.4082,24.6972,19.5606,76.4302,15.0118,22.6741,76.333,6.01336,25.2224,76.2208,-3.13461,27.4237,76.1026,-12.0833,29.2963,76.0657,-21.218,30.8879,75.9232,-30.0656,32.2458,75.7624,-39.0939,30.9673,75.695,-47.5072,33.9555,,,,,,
