71.8517,292.384,41.2854,70.5792,281.496,41.7645,69.6208,268.571,42.1417,68.9577,255.153,42.2178,68.0851,243.56,41.8697,67.2632,231.425,41.2848,66.6859,220.987,40.0809,66.3757,209.064,38.8816,66.0824,197.705,37.7589,65.5687,187.795,35.4658,65.5147,176.638,33.8655,65.4739,165.215,32.1586,65.4082,155.15,29.5756,65.5369,144.84,26.7404,65.8473,134.356,23.8715,66.1388,124.36,20.9844,66.5872,114.245,17.7293,66.9963,105.17,14.0988,67.5786,94.2867,10.975,68.2503,85.5638,6.71562,69.0566,75.7332,2.81344,69.8508,67.5747,2.22001,70.7946,59.7665,5.87675,71.6769,51.9916,9.20931,72.6394,47.0173,10.6335,73.6575,36.7645,14.7703,74.7357,29.3613,17.1819,75.852,21.7619,19.2249,76.8922,14.6536,21.1411,78.1806,7.1926,22.7102,79.3779,0.193819,23.9534,80.673,-7.05389,25.1415,81.8745,-13.8992,25.7299,83.1653,-20.7011,26.1853,84.4312,-27.4932,26.3434,85.8377,-34.3395,26.405,87.3425,-41.4724,25.8581,88.5896,-47.7797,25.4572,,,,,,
73.1601,295.232,41.3398,72.865,280.363,42.177,72.342,270.166,42.0991,72.0805,256.788,42.1499,71.8317,244.131,41.9676,71.8225,232.172,41.5613,72.0331,219.844,40.9147,72.2264,208.23,39.4267,72.4093,197.174,38.0217,72.5776,185.789,36.2567,72.9349,175.012,34.3754,73.6527,163.27,32.3592,74.1444,152.86,30.089,74.7856,142.289,27.3608,75.7266,130.319,24.9752,76.4615,120.87,21.6262,77.4779,110.724,18.283,78.5915,100.541,14.6181,79.6136,89.8187,11.5729,80.5901,80.1314,7.52816,81.9357,70.0734,3.42743,83.2153,61.1653,1.70837,84.5406,53.2261,5.22556,85.8737,45.0286,8.4357,87.2244,37.06,11.5886,88.7187,29.3197,14.2568,90.2811,21.1951,16.7917,91.7333,13.6016,18.7773,93.2904,6.28814,20.4986,94.8764,-1.27623,22.0133,96.5789,-8.94768,23.4246,98.2293,-16.2984,24.4187,99.898,-23.5346,25.0398,101.634,-30.7676,25.5192,103.477,-38.1152,25.776,105.231,-45.0783,25.7514,,,,,,,,,,,,
72.8875,291.138,41.2164,71.5964,278.985,41.9091,70.8559,267.557,41.8074,69.9129,255.386,41.6908,69.4885,242.754,41.2987,68.8596,230.694,40.9482,68.4656,220.389,39.5091,68.1073,208.521,38.3203,67.9837,196.362,36.9601,67.8489,185.744,34.8572,67.9408,173.145,32.6295,67.8166,163.51,30.9658,68.0787,152.899,28.3868,68.3311,142.066,25.7718,68.5552,132.436,22.5453,69.1443,120.1,19.9377,69.8408,110.321,16.1665,70.3385,100.358,12.6548,71.2858,89.9069,8.86077,71.8628,80.8832,4.57337,72.711,71.366,0.579519,73.5685,62.876,4.06541,74.5084,54.5646,7.65709,75.5141,46.4022,10.7467,76.6934,37.7338,13.8404,77.6659,29.9398,16.3107,78.7981,22.0677,18.6384,79.957,14.4209,20.5716,81.2106,6.22212,22.5463,82.3813,-1.1569,24.0241,83.7261,-8.96819,25.2056,85.0348,-16.653,26.2211,86.4024,-24.1681,26.9679,87.5675,-31.2583,27.117,89.1238,-39.0048,27.8173,90.4598,-45.7814,27.0529,,,,,,,,,,,,
73.4307,298.047,41.1546,72.8781,285.613,42.0952,72.3479,272.596,42.4415,72.0896,260.197,43.0196,71.8406,247.344,43.0502,71.8313,235.236,42.6108,71.8215,222.691,42.1669,72.0277,209.866,41.7141,72.0067,199.626,40.286,72.3965,188.134,39.0738,72.7597,176.414,37.5053,73.2988,166.971,35.0448,73.8018,155.625,33.2686,74.4519,144.224,31.0137,75.2495,134.15,28.508,76.3172,122.098,25.7858,77.3276,111.357,23.2301,78.1373,102.243,19.4319,79.2165,93.0669,15.6466,80.4926,82.3578,12.1609,81.5927,73.575,7.66418,82.9002,64.3359,3.29034,84.2308,54.9217,1.54571,85.6092,47.0283,5.46448,87.0065,39.3161,9.14445,88.5223,31.4652,12.4737,89.9314,24.1545,15.5749,91.5293,16.4986,18.4897,93.0164,9.33533,20.838,94.7681,1.96487,23.0152,96.4056,-5.58175,25.175,98.0335,-12.6225,26.6289,99.7485,-19.716,28.0711,101.47,-26.6881,29.1051,103.148,-33.6681,29.9683,104.998,-40.4257,30.4619,106.878,-47.3785,30.9061,,,,,,,,,
72.8828,288.371,41.6565,72.3485,276.576,41.5434,71.8415,263.992,41.9044,71.3556,252.119,41.524,71.1296,238.587,41.3297,70.908,226.925,40.2671,70.9154,215.868,39.03,71.1409,202.488,38.0033,71.5575,189.037,36.8077,71.7391,178.927,34.2997,72.1089,167.659,32.2971,72.6429,155.486,30.2,73.5076,143.375,27.8331,73.9661,133.206,24.6952,74.9067,121.728,21.7334,75.6333,112.022,18.0369,76.4611,101.094,14.7862,77.7093,90.3421,11.3845,78.7378,80.6006,7.34601,79.9855,70.4489,3.27292,81.4367,60.6346,1.49505,82.6765,52.6449,4.74048,84.169,43.747,8.32266,85.4185,35.4265,11.3899,86.9197,27.0914,14.1193,88.4114,19.0513,16.5379,89.9579,10.7423,18.7016,91.5043,3.03317,20.3394,93.159,-5.0584,21.8902,94.7341,-13.0066,23.1308,96.3934,-20.3413,23.9412,98.1047,-27.9048,24.5143,100.023,-35.9779,25.3408,101.757,-43.1794,25.3748,,,,,,,,,,,,,,,,,,
72.8984,296.746,40.5843,71.846,284.423,41.0268,71.3389,271.577,40.6395,70.6106,260.531,40.0761,70.1539,248.859,39.2618,69.7234,236.591,38.4706,69.5356,225.008,37.2559,69.6007,209.98,36.6994,69.6427,197.818,35.1415,69.4529,188.943,32.6546,69.4859,177.866,30.2543,69.9165,165.791,27.9661,70.1254,155.064,25.4313,70.691,144.225,22.4409,71.2251,132.545,19.4765,71.8989,122.175,16.1002,72.7026,111.126,12.9679,73.455,100.648,9.5056,74.4755,90.2097,5.23025,75.4505,81.2977,0.582364,76.3842,71.8038,4.0182,77.4107,63.4707,7.4683,78.4889,54.8395,10.6107,79.6173,46.422,13.5613,80.786,38.2019,16.0516,81.9705,29.8668,18.4131,83.2832,21.5138,20.4964,84.6002,13.4534,22.1944,86.0112,5.46334,23.7788,87.2968,-2.26581,24.9346,88.7206,-10.3457,25.9178,90.0884,-18.2659,26.6421,91.596,-25.9455,27.1019,93.0309,-33.4638,27.1714,94.6153,-41.0472,27.0593,96.1047,-48.3958,26.6389,,,,,,,,,,,,
73.1718,301.032,40.1647,72.6178,287.171,40.8301,72.0923,275.364,40.9966,71.5899,264.118,40.9113,71.5888,251.1,40.7487,71.3504,239.903,39.9311,71.575,227.197,38.8518,71.3488,216.031,38.1089,71.5582,204.566,36.7078,71.9586,192.854,34.499,72.3385,180.829,32.8259,72.6954,170.273,30.6459,73.22,159.501,27.9698,73.9,148.541,25.4363,74.7158,137.491,22.2853,75.3215,128.269,18.7237,76.2212,117.639,15.5698,77.0687,107.527,11.8872,78.0476,98.4914,7.81787,79.2467,87.7975,4.1101,80.4068,78.6477,-0.152969,81.4956,70.4213,3.43775,82.8109,62.7899,6.92525,84.0043,54.7725,10.2803,85.2366,46.9073,13.4364,86.5249,39.5396,15.9563,87.9183,31.6578,18.4943,89.3443,24.3057,20.5898,90.746,16.8263,22.4478,92.2629,9.58362,23.9295,93.4976,1.26333,25.7422,95.1111,-4.57618,25.9709,96.6957,-11.8,26.8849,98.2486,-18.8148,27.1193,99.8901,-25.867,27.4319,101.481,-32.6502,27.3445,103.163,-39.7816,27.0873,104.813,-46.4449,26.4061,,,,,,
73.4555,306.818,39.7788,73.1473,292.686,40.452,72.8623,280.476,41.656,72.3301,267.921,40.7508,72.0695,257.07,40.4205,72.2881,243.334,40.2345,72.4932,232.595,39.1917,72.6842,220.25,38.38,72.862,208.578,37.1739,73.2351,196.629,35.5769,73.1824,186.975,33.6952,73.7236,176.196,31.2331,74.4217,164.367,29.0907,74.889,153.131,26.8933,75.689,141.855,24.2344,76.281,132.469,20.9596,77.1751,122.286,17.6771,78.0087,111.976,14.0641,79.1168,101.674,10.3033,80.0009,91.8314,6.42943,80.5486,83.5732,5.89535,82.1874,72.3598,1.03346,83.3444,64.561,4.64728,84.5529,56.8443,8.06525,85.8048,49.2086,10.9986,87.0642,41.3354,13.9375,87.5191,36.5035,15.6355,89.7029,26.7491,18.4501,90.2423,21.6202,20.1145,92.4582,12.1735,21.7273,93.074,7.19011,23.2184,95.3001,-2.56482,24.2975,95.8886,-7.14735,25.3041,98.3193,-16.7166,25.579,98.9769,-20.9163,26.0723,101.468,-30.5782,25.726,102.043,-34.6025,25.9195,104.723,-44.1568,24.702,105.402,-48.1908,24.8264,,,
73.1436,289.779,41.4302,72.3454,279.372,40.3322,71.8417,266.467,41.7348,71.3549,254.436,41.6012,71.3567,241.989,40.9511,71.1311,230.108,40.3523,70.9133,218.84,39.339,70.9215,207.178,38.1297,70.9238,196.132,36.3436,71.1272,185.656,34.2212,71.5174,174.879,31.7742,71.8858,163.024,29.4569,72.421,152.572,26.8723,72.9224,141.198,24.4502,73.7482,130.512,21.3994,74.3581,121.573,17.0174,75.0962,111.215,13.9996,75.7885,101.343,10.1053,76.9106,90.9749,6.28637,78.1252,81.1502,2.00003,79.0123,73.5178,3.2157,80.1067,65.1547,6.83867,81.4013,56.9757,10.231,82.4714,49.2559,13.1346,83.7056,41.3273,15.8814,85.0777,33.274,18.4652,86.3565,25.7183,20.488,87.7242,17.7977,22.5293,89.1147,10.4104,24.056,90.449,2.71044,25.3974,91.9081,-4.42309,26.3959,93.3997,-11.7659,27.1241,94.9042,-19.2135,27.7091,96.4002,-26.1788,27.7518,98.0817,-33.616,28.077,99.7667,-40.4587,27.4541,101.199,-47.4363,27.024,,,,,,,,,
71.5934,290.959,41.5137,70.3336,278.838,41.9448,69.3848,266.081,42.0667,68.2357,255.081,41.998,67.1477,243.432,41.6678,66.5933,230.23,41.2822,65.8317,218.718,40.5213,65.0996,207.781,39.1499,64.3933,197.357,37.21,64.1698,185.652,35.7449,63.9655,173.714,33.7505,63.5644,163.105,31.9026,63.3791,152.281,29.5684,63.1702,142.688,26.4099,63.3611,132.212,23.4129,63.5517,121.565,20.2506,63.9119,110.865,17.113,63.8963,101.133,13.311,64.3801,90.8685,9.40758,64.8315,81.0816,5.40946,65.2475,71.7047,0.999192,65.9015,63.8618,4.16587,66.6833,55.6922,7.83102,67.4201,47.6205,11.3102,68.1021,40.0143,14.1521,69.0051,32.2467,16.978,69.7189,24.8806,19.2628,70.5053,17.6691,21.2923,71.4704,10.0749,23.2298,72.4738,2.44227,24.9528,73.4004,-4.72185,26.2373,74.4545,-12.1199,27.2502,75.5226,-19.2367,28.0009,76.5926,-26.3174,28.4371,77.6646,-33.1485,28.4832,78.8811,-40.3267,28.6646,80.005,-46.9466,28.1477,,,,,,,,,
