75.8134,298.924,44.1171,76.2633,290.439,45.6423,76.9222,279.671,47.248,77.5513,269.436,48.5308,77.702,262.069,49.1572,78.0538,252.639,49.8779,78.3742,242.489,50.511,78.4711,233.931,50.2638,78.7705,224.699,49.9656,78.621,215.796,49.476,78.4934,208.214,48.6259,78.3548,199.989,47.5482,78.4121,191.206,46.4666,78.4367,181.098,45.1549,78.0948,173.007,43.395,77.9449,164.461,41.4764,77.6107,156.213,39.0745,77.2998,148.977,36.4092,76.9762,140.573,33.8263,76.4946,133.093,30.8244,76.1941,125.238,27.5717,75.7307,117.595,24.2924,75.2784,110.17,20.0948,74.6719,102.361,16.9774,74.0909,95.8675,12.7389,73.6718,87.9616,8.59296,72.7996,81.6627,3.71134,72.1391,74.8004,3.20435,71.1021,69.7936,7.12074,70.1166,64.0588,11.121,69.0372,58.5018,14.8147,67.8562,53.9301,17.8718,66.8827,48.3206,20.8782,65.6746,43.5995,23.4798,64.5424,38.2696,26.0297,63.463,33.1104,28.2188,62.3118,28.0564,30.0968,61.0951,23.0951,31.6879,59.9504,17.9398,33.0043,58.7305,13.1946,34.0637,57.4538,8.49313,34.7849,56.2556,3.60395,35.294,55.1366,-1.44715,35.608,53.8177,-5.98393,35.4361,52.6123,-10.9393,35.235,51.3719,-15.8465,34.8095,50.0667,-20.5103,33.9654,48.8214,-25.106,32.916,47.5419,-29.7273,31.5192,46.2039,-34.1415,29.8701,44.9942,-38.9274,28.1341,43.7966,-43.5223,25.8876,42.4059,-47.9744,23.7821,,,
75.3365,306.233,42.7599,76.0645,297.456,44.594,76.7517,287.73,46.0433,77.4109,278.398,47.434,78.0277,268.265,48.4596,78.3947,259.752,49.2633,78.7302,250.415,49.9786,79.2471,239.384,50.0738,79.3453,231.983,49.8928,79.4222,223.839,49.4389,79.4784,215.032,48.7313,79.3184,206.542,47.8466,79.5657,197.526,46.9399,79.4109,189.717,45.5057,79.4115,179.697,44.0154,79.2493,171.72,41.8697,78.9146,164.758,39.4479,78.7356,155.805,36.6601,78.5768,147.898,34.199,78.0574,140.191,31.1123,77.901,132.138,27.9424,77.5726,124.314,24.5565,77.0706,116.077,20.9886,76.6047,109.292,16.9976,76.1321,101.52,12.8706,75.5172,94.4729,8.37896,75.2322,87.1534,3.72717,74.5116,80.6257,3.1238,73.5534,75.4995,7.06844,72.7832,69.6725,11.0727,71.9044,64.037,14.7632,71.0656,58.6098,17.9939,70.127,53.3375,20.9655,69.2345,47.8485,23.6973,68.3908,42.1914,26.3334,67.4523,37.0504,28.4651,66.4213,32.365,30.1381,65.4538,27.1378,31.7827,64.4128,22.0242,33.1482,63.4168,17.043,34.1156,62.48,11.9082,34.9566,61.476,6.85812,35.4663,60.3952,2.16633,35.6616,59.397,-2.94756,35.7917,58.4448,-7.93702,35.6334,57.2938,-12.4776,34.8191,56.3515,-17.5779,34.0976,55.3448,-22.3539,33.2639,54.1731,-26.9851,31.874,53.1646,-31.6971,30.3972,52.1094,-36.4333,28.5135,51.1277,-41.2926,26.5275,49.843,-45.4912,24.124,,,
75.3359,306.3,42.4861,75.8022,297.499,44.3312,76.495,287.768,45.7866,77.145,277.17,47.125,77.5364,268.319,47.9701,77.9131,259.837,48.5394,78.0391,251.672,48.8546,78.5745,240.531,49.2131,78.6668,232.009,49.2211,78.757,223.904,48.3297,78.8092,214.083,47.8178,78.8763,205.671,46.7291,78.9235,196.642,45.8568,78.9692,188.017,44.4013,78.9965,178.899,42.7721,78.6449,170.891,40.6644,78.3054,163.16,38.4442,78.1394,154.254,35.6904,77.6334,147.028,32.9093,77.2906,137.987,30.2183,76.9711,129.955,27.1029,76.4867,122.146,23.7741,76.017,114.574,20.0516,75.5536,106.639,16.3336,74.9446,99.4555,12.0695,74.3529,92.4582,7.79979,73.9215,84.0959,3.49936,73.0886,78.1625,3.71684,72.1705,72.6307,7.8344,71.2944,66.8437,11.6584,70.4603,61.2885,15.1601,69.3822,56.2808,18.3777,68.3609,50.6078,21.3772,67.3795,45.5216,23.8107,66.4613,39.8663,26.3259,65.4618,34.3634,28.4958,64.3621,29.6721,30.0651,63.3361,24.447,31.6145,62.2554,19.0024,32.907,61.0805,14.2749,33.6927,60.1005,9.11748,34.3559,59.0633,4.07723,34.928,57.948,-0.63081,35.0789,56.8194,-5.8401,34.9864,55.7238,-10.6677,34.611,54.6992,-15.6513,34.0024,53.6342,-20.5583,33.2924,52.3775,-25.1014,31.9002,51.233,-29.9904,30.5664,50.2547,-34.9548,29.0668,49.0639,-39.403,26.9438,47.8488,-43.8288,24.8166,46.9618,-48.8686,22.6579,,,
75.8473,303.336,43.192,76.3008,294.701,44.7469,76.9793,285.141,45.9248,77.6149,274.659,47.2529,78.2225,264.68,48.2755,78.584,256.376,48.5911,79.1486,247.229,49.0722,79.4624,238.525,48.8404,79.7444,229.102,48.5666,79.9946,219.069,48.2561,80.0791,212.401,47.2352,80.1016,203.112,46.3328,80.332,194.266,45.0421,80.5336,184.928,43.5651,80.3486,176.767,41.3923,80.3663,168.933,39.0955,80.3845,161.386,36.0983,80.1733,152.543,33.9769,80.1389,143.398,31.18,79.9584,135.928,27.7767,79.9275,127.425,24.5093,79.7547,120.436,20.4586,79.4132,113.585,16.2046,79.2049,105.203,12.3649,78.7121,98.6801,7.55953,78.6545,89.734,3.29169,78.0311,83.7748,3.59967,77.2754,77.6924,7.75838,76.5574,71.8909,11.8818,75.8723,66.3087,15.3535,75.0696,60.4741,18.7207,74.3058,54.8791,21.7904,73.4411,49.4466,24.4634,72.7458,43.4994,27.0364,71.8279,38.4287,29.1084,71.0805,32.5325,31.2439,70.121,27.4301,32.8072,69.335,21.5747,34.32,68.3475,16.4478,35.3285,67.5313,10.9508,36.3049,66.6435,5.5637,36.8284,65.8083,0.0945582,37.2505,64.9006,-5.00519,37.2694,63.8347,-10.0622,37.0511,62.8161,-15.0167,36.4739,61.87,-20.3079,35.7879,60.971,-25.4565,34.8906,60.0398,-30.7489,33.7499,58.931,-35.4512,32.0732,57.805,-40.3099,30.3036,56.939,-45.612,28.1736,,,,,,,,,
75.8365,301.751,43.9532,76.7795,290.424,45.8945,77.4419,280.989,47.2955,78.3438,273.271,48.1928,78.6717,262.117,49.3806,79.2406,252.713,50.0902,79.7459,241.511,50.6503,80.0212,231.896,51.0215,80.5085,222.794,50.7008,80.5842,215.977,50.0777,80.7874,205.63,49.4786,80.6268,198.424,48.437,80.8213,188.892,47.4936,81.1673,178.185,46.1044,80.8172,171.85,44.0049,80.633,164.182,41.7076,80.4161,155.264,39.8415,80.3761,146.05,37.4713,79.9929,137.822,34.8806,79.6403,130.534,31.6823,79.442,122.246,28.5992,78.9374,115.374,24.9566,78.5885,107.553,21.2934,78.0613,98.8287,17.8579,77.5982,92.5397,13.4568,77.1147,84.8305,9.32795,76.4978,77.7722,4.53391,75.9616,74.3904,0.655789,74.9827,69.0149,4.80326,73.9011,63.7942,8.64106,72.9933,54.1856,14.2006,72.0222,48.3129,17.8638,70.942,47.2079,18.9526,69.9568,37.8583,23.4716,68.8704,32.8628,25.9308,67.852,27.0085,28.3448,66.7707,25.9059,28.701,65.7097,20.5382,30.396,64.4594,15.5494,31.7063,63.4056,10.17,32.9859,62.2799,5.17313,33.7899,61.1169,-0.014333,34.4016,59.89,-4.86705,34.6007,58.9317,-13.4388,36.3985,57.4469,-14.8554,34.3417,56.0997,-19.5932,33.623,55.4765,-28.216,35.2018,53.8665,-29.5286,32.0664,52.4634,-34.3819,30.7746,51.1776,-38.9634,29.0066,50.5275,-46.9923,29.0989,48.8967,-48.6698,25.3137,,,,,,
75.604,306.202,43.0257,76.3264,297.474,44.5888,77.2495,286.404,46.2372,77.8634,274.525,48.0094,78.2736,268.281,48.4549,79.0794,257.395,49.6151,79.6354,248.253,49.8376,79.9386,239.448,50.0574,80.2101,229.972,49.9848,80.4706,220.908,49.6944,80.722,212.251,48.9797,80.7732,204.855,47.9199,80.7589,194.986,47.1882,80.9505,185.624,45.8693,80.9353,176.641,44.2174,80.5697,169.541,42.123,80.2771,157.392,41.0835,80.3506,152.414,37.4533,79.9606,143.914,35.3774,79.6027,136.416,32.6649,79.2262,127.854,29.6995,78.7044,120.186,26.522,78.1122,108.645,24.0986,77.8422,103.857,19.5741,77.2041,96.8502,15.6399,76.5745,89.4846,11.5613,76.104,81.34,7.39569,75.3534,74.3131,2.553,74.4886,67.5818,0.182756,73.5618,61.9758,4.3278,72.6795,56.1831,8.48384,71.5603,50.9151,11.8655,70.4974,45.4622,15.2854,69.3534,40.154,18.3039,68.263,35.022,20.9299,67.106,29.6617,23.3704,66.017,24.1687,25.7365,64.8519,19.1119,27.5207,63.513,14.1061,29.0548,62.3767,8.69677,30.4402,61.1778,3.7049,31.5698,59.9283,-1.23339,32.2622,58.6385,-6.09096,32.768,57.447,-11.3626,33.0088,56.0846,-16.1204,32.8924,54.8143,-20.9905,32.7461,53.4838,-25.6591,31.9866,52.2716,-30.6515,31.2633,50.8968,-35.2711,30.0913,49.5336,-40.0913,28.7317,48.2619,-45.0824,27.0109,46.8684,-49.2635,25.1709,,,,,,
75.8592,304.747,43.242,77.0822,294.75,44.7324,77.9826,283.812,46.3674,78.3988,277.218,47.354,79.0121,268.391,48.1887,80.0195,256.371,49.289,80.5544,247.238,49.7544,81.0701,238.534,49.736,81.5671,230.186,49.4909,81.7999,221.127,49.2076,82.2166,211.521,48.6619,82.4311,203.268,47.5531,82.43,195.306,46.2832,82.6115,186.821,44.6023,82.5858,178.633,42.7944,82.5137,169.154,41.005,82.492,161.609,38.7597,82.2846,154.298,35.8347,82.2021,145.113,33.3593,81.9627,136.947,30.6456,81.5549,129.03,27.513,81.2016,117.123,25.4629,80.7993,114.555,20.3731,80.3957,106.164,16.6336,80.1547,97.5541,12.9145,79.7908,90.2711,8.80583,79.4221,82.6667,4.41076,78.7787,76.1821,-0.199764,78.0302,70.8526,3.77064,77.1568,65.2427,7.79704,76.317,59.43,11.6817,75.518,53.8482,15.0914,74.4883,48.806,18.22,73.6338,43.5795,20.9477,72.6872,38.1392,23.6058,71.7867,32.9071,26.0207,70.803,27.79,27.976,69.8675,22.5179,29.7492,68.8541,17.6777,31.1042,68.0181,12.1494,32.5505,66.8683,7.49587,33.2937,65.9018,2.18664,34.0415,64.8686,-2.74297,34.4673,63.768,-7.35637,34.4909,62.7498,-12.6155,34.3777,61.6564,-17.3359,33.8007,60.6266,-22.1766,33.1069,59.4608,-27.0219,32.1544,58.3494,-31.7702,31.0121,57.2819,-36.4866,29.4216,56.0686,-41.0868,27.3578,55.0668,-46.0053,25.8497,,,,,,
76.3393,298.903,44.3748,77.28,289.082,46.0901,77.9475,281.027,47.2851,78.5553,270.739,48.5699,79.1376,260.979,49.3092,79.6953,251.623,50.0184,80.2328,242.747,49.9951,80.5214,234.184,49.9796,81.0246,226.022,49.5074,81.2683,217.174,48.7849,81.5031,208.687,47.8753,81.7068,199.625,46.7451,81.7206,191.812,45.0837,81.9163,183.473,43.0295,81.9055,175.415,40.8616,81.8713,166.841,38.9553,81.866,159.4,35.58,81.8567,152.159,32.9038,81.6009,143.012,29.9459,81.3959,135.567,26.3703,81.3556,127.733,22.742,81.1399,120.114,19.0892,80.9498,113.32,14.6512,80.5757,106.07,10.2364,80.511,97.9741,5.86848,80.1682,91.6459,0.517342,79.6554,85.2446,2.94638,78.8678,79.6291,7.25179,78.1162,74.2384,11.2065,77.2584,69.4555,14.5109,76.4195,63.9654,18.0493,75.7534,58.2879,21.1429,74.8472,53.1521,23.8327,73.9807,48.1963,26.2768,73.1484,43.0223,28.5045,72.3519,37.6605,30.5238,71.4662,32.437,32.2255,70.4968,27.6789,33.6274,69.5685,22.7018,34.626,68.6867,17.5828,35.6061,67.8427,12.6022,36.213,66.8135,7.65657,36.515,65.8276,2.82486,36.4969,64.8819,-1.90288,36.1808,63.8858,-6.80571,35.8321,62.926,-11.6581,34.9105,61.9134,-16.4193,33.9851,60.9565,-21.3224,32.8563,59.9286,-26.002,31.2448,59.0466,-30.7753,29.4539,57.9903,-35.1724,27.324,57.2221,-40.4846,24.8677,56.1884,-44.9178,22.8098,55.2298,-49.2635,19.6839
76.3652,301.786,43.9431,77.5863,293.266,45.4634,78.7443,283.703,47.1298,79.8338,273.292,48.6666,80.6581,264.645,49.463,81.4269,255.166,50.1681,82.1641,246.087,50.8431,82.8477,236.372,50.968,83.5018,227.074,51.0879,83.9428,219.196,50.6012,84.3099,209.703,50.0251,84.6644,200.651,49.0504,84.6536,193.708,47.5957,85.132,183.639,46.6192,84.8906,176.403,44.6294,84.8245,168.639,42.6699,84.8983,159.673,40.5319,84.8134,151.783,37.7543,84.756,144.846,35.1002,84.6517,136.783,31.966,84.3975,129.609,28.7888,84.1547,122.644,25.0049,83.869,114.669,21.564,83.5945,106.955,17.7454,83.3525,100.027,13.3603,83.0938,92.7457,9.172,82.6816,85.6289,4.82866,82.1242,78.6256,-0.158644,81.3105,73.7105,3.44224,80.5137,68.5274,7.26793,79.6045,63.5064,10.9541,78.7104,57.8127,14.5556,77.7301,52.7104,17.6949,76.6563,47.7331,20.4434,75.6293,42.9239,22.948,74.7711,37.9421,25.2231,73.696,33.0295,27.1893,72.7888,27.647,29.0933,71.6833,22.6753,30.5814,70.5069,18.1055,31.6705,69.4972,13.3984,32.6076,68.4168,8.7524,33.2012,67.3851,3.91531,33.467,66.1879,-0.866871,33.6821,65.1532,-5.77097,33.5871,63.9391,-10.1815,33.023,62.7715,-14.5283,32.2062,61.6626,-19.0356,31.2725,60.6115,-23.7015,30.1402,59.4214,-28.3929,28.7672,58.2608,-32.8338,27.0034,57.0297,-37.156,24.6165,55.9643,-41.4555,22.734,55.0735,-46.2872,20.519
75.604,306.202,43.0257,76.3137,296.053,44.8016,77.0083,287.755,46.0372,77.6303,275.849,47.5667,78.028,268.309,48.2102,78.3778,258.616,48.9605,78.9304,248.223,49.6162,79.2482,239.444,49.6081,79.3273,230.967,49.6083,79.424,223.915,48.7639,79.4799,215.088,48.0714,79.5338,206.624,47.191,79.5487,196.652,46.4752,79.3941,188.861,45.0543,79.4121,179.706,43.611,79.2665,172.534,41.2992,78.8989,163.974,39.2324,78.7356,155.797,36.2762,78.5765,147.881,34.0135,78.0306,138.79,31.3012,77.709,131.413,27.9666,77.3733,122.977,24.6017,76.5634,116.539,20.8428,76.2558,108.587,16.8893,75.6183,100.234,13.1784,75.1778,93.2809,8.85776,74.5757,85.3917,4.48772,73.8395,78.1802,-0.219342,72.8974,73.0868,3.46954,71.8503,67.6897,7.56125,70.9968,62.0892,11.3433,70.0463,56.2378,15.0166,68.9993,50.9653,18.0821,67.8668,45.8299,20.906,66.9235,40.5303,23.4844,65.9068,34.9999,25.87,64.6785,29.8829,27.6731,63.658,24.3431,29.6775,62.4232,19.4991,31.0151,61.3902,14.229,32.3236,60.293,9.03546,33.1586,59.0388,3.91062,33.9201,57.8442,-1.0927,34.3519,56.5788,-5.80249,34.2765,55.5178,-10.843,34.2468,54.1966,-15.7051,33.8133,52.9625,-20.7178,33.1676,51.6698,-25.4875,32.1268,50.5238,-30.1315,30.8713,49.1794,-34.8667,29.4441,47.898,-39.5511,27.7812,46.816,-44.5316,25.9362,45.1286,-48.3244,23.0897,,,
